code,condition
20940,"Benign carcinoid tumor of the small intestine, unspecified portion"
20941,Benign carcinoid tumor of the duodenum
20942,Benign carcinoid tumor of the jejunum
20943,Benign carcinoid tumor of the ileum
20950,"Benign carcinoid tumor of the large intestine, unspecified portion"
20951,Benign carcinoid tumor of the appendix
20952,Benign carcinoid tumor of the cecum
20953,Benign carcinoid tumor of the ascending colon
20954,Benign carcinoid tumor of the transverse colon
20955,Benign carcinoid tumor of the descending colon
20956,Benign carcinoid tumor of the sigmoid colon
20957,Benign carcinoid tumor of the rectum
20960,Benign carcinoid tumor of unknown primary site
20961,Benign carcinoid tumor of the bronchus and lung
20962,Benign carcinoid tumor of the thymus
20963,Benign carcinoid tumor of the stomach
20964,Benign carcinoid tumor of the kidney
20965,"Benign carcinoid tumor of foregut, not otherwise specified"
20966,"Benign carcinoid tumor of midgut, not otherwise specified"
20967,"Benign carcinoid tumor of hindgut, not otherwise specified"
20969,Benign carcinoid tumor of other sites
2100,Benign neoplasm of lip
2101,Benign neoplasm of tongue
2102,Benign neoplasm of major salivary glands
2103,Benign neoplasm of floor of mouth
2104,Benign neoplasm of other and unspecified parts of mouth
2105,Benign neoplasm of tonsil
2106,Benign neoplasm of other parts of oropharynx
2107,Benign neoplasm of nasopharynx
2108,Benign neoplasm of hypopharynx
2109,"Benign neoplasm of pharynx, unspecified"
2110,Benign neoplasm of esophagus
2111,Benign neoplasm of stomach
2112,"Benign neoplasm of duodenum, jejunum, and ileum"
2113,Benign neoplasm of colon
2114,Benign neoplasm of rectum and anal canal
2115,Benign neoplasm of liver and biliary passages
2116,"Benign neoplasm of pancreas, except islets of Langerhans"
2117,Benign neoplasm of islets of Langerhans
2118,Benign neoplasm of retroperitoneum and peritoneum
2119,Benign neoplasm of other and unspecified site in the digestive system
2120,"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses"
2121,Benign neoplasm of larynx
2122,Benign neoplasm of trachea
2123,Benign neoplasm of bronchus and lung
2124,Benign neoplasm of pleura
2125,Benign neoplasm of mediastinum
2126,Benign neoplasm of thymus
2127,Benign neoplasm of heart
2128,Benign neoplasm of other specified sites of respiratory and intrathoracic organs
2129,"Benign neoplasm of respiratory and intrathoracic organs, site unspecified"
2130,Benign neoplasm of bones of skull and face
2131,Benign neoplasm of lower jaw bone
2132,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
2133,"Benign neoplasm of ribs, sternum, and clavicle"
2134,Benign neoplasm of scapula and long bones of upper limb
2135,Benign neoplasm of short bones of upper limb
2136,"Benign neoplasm of pelvic bones, sacrum, and coccyx"
2137,Benign neoplasm of long bones of lower limb
2138,Benign neoplasm of short bones of lower limb
2139,"Benign neoplasm of bone and articular cartilage, site unspecified"
2140,Lipoma of skin and subcutaneous tissue of face
2141,Lipoma of other skin and subcutaneous tissue
2142,Lipoma of intrathoracic organs
2143,Lipoma of intra-abdominal organs
2144,Lipoma of spermatic cord
2148,Lipoma of other specified sites
2149,"Lipoma, unspecified site"
2150,"Other benign neoplasm of connective and other soft tissue of head, face, and neck"
2152,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder"
2153,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip"
2154,Other benign neoplasm of connective and other soft tissue of thorax
2155,Other benign neoplasm of connective and other soft tissue of abdomen
2156,Other benign neoplasm of connective and other soft tissue of pelvis
2157,"Other benign neoplasm of connective and other soft tissue of trunk, unspecified"
2158,Other benign neoplasm of connective and other soft tissue of other specified sites
2159,"Other benign neoplasm of connective and other soft tissue, site unspecified"
2160,Benign neoplasm of skin of lip
2161,"Benign neoplasm of eyelid, including canthus"
2162,Benign neoplasm of ear and external auditory canal
2163,Benign neoplasm of skin of other and unspecified parts of face
2164,Benign neoplasm of scalp and skin of neck
2165,"Benign neoplasm of skin of trunk, except scrotum"
2166,"Benign neoplasm of skin of upper limb, including shoulder"
2167,"Benign neoplasm of skin of lower limb, including hip"
2168,Benign neoplasm of other specified sites of skin
2169,"Benign neoplasm of skin, site unspecified"
217,Benign neoplasm of breast
2180,Submucous leiomyoma of uterus
2181,Intramural leiomyoma of uterus
2182,Subserous leiomyoma of uterus
2189,"Leiomyoma of uterus, unspecified"
2190,Benign neoplasm of cervix uteri
2191,Benign neoplasm of corpus uteri
2198,Benign neoplasm of other specified parts of uterus
2199,"Benign neoplasm of uterus, part unspecified"
220,Benign neoplasm of ovary
2210,Benign neoplasm of fallopian tube and uterine ligaments
2211,Benign neoplasm of vagina
2212,Benign neoplasm of vulva
2218,Benign neoplasm of other specified sites of female genital organs
2219,"Benign neoplasm of female genital organ, site unspecified"
2220,Benign neoplasm of testis
2221,Benign neoplasm of penis
2222,Benign neoplasm of prostate
2223,Benign neoplasm of epididymis
2224,Benign neoplasm of scrotum
2228,Benign neoplasm of other specified sites of male genital organs
2229,"Benign neoplasm of male genital organ, site unspecified"
2230,"Benign neoplasm of kidney, except pelvis"
2231,Benign neoplasm of renal pelvis
2232,Benign neoplasm of ureter
2233,Benign neoplasm of bladder
22381,Benign neoplasm of urethra
22389,Benign neoplasm of other specified sites of urinary organs
2239,"Benign neoplasm of urinary organ, site unspecified"
2240,"Benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
2241,Benign neoplasm of orbit
2242,Benign neoplasm of lacrimal gland
2243,Benign neoplasm of conjunctiva
2244,Benign neoplasm of cornea
2245,Benign neoplasm of retina
2246,Benign neoplasm of choroid
2247,Benign neoplasm of lacrimal duct
2248,Benign neoplasm of other specified parts of eye
2249,"Benign neoplasm of eye, part unspecified"
2250,Benign neoplasm of brain
2251,Benign neoplasm of cranial nerves
2252,Benign neoplasm of cerebral meninges
2253,Benign neoplasm of spinal cord
2254,Benign neoplasm of spinal meninges
2258,Benign neoplasm of other specified sites of nervous system
2259,"Benign neoplasm of nervous system, part unspecified"
226,Benign neoplasm of thyroid glands
2270,Benign neoplasm of adrenal gland
2271,Benign neoplasm of parathyroid gland
2273,Benign neoplasm of pituitary gland and craniopharyngeal duct
2274,Benign neoplasm of pineal gland
2275,Benign neoplasm of carotid body
2276,Benign neoplasm of aortic body and other paraganglia
2278,Benign neoplasm of other endocrine glands and related structures
2279,"Benign neoplasm of endocrine gland, site unspecified"
22800,Hemangioma of unspecified site
22801,Hemangioma of skin and subcutaneous tissue
22802,Hemangioma of intracranial structures
22803,Hemangioma of retina
22804,Hemangioma of intra-abdominal structures
22809,Hemangioma of other sites
2281,"Lymphangioma, any site"
2290,Benign neoplasm of lymph nodes
2298,Benign neoplasm of other specified sites
2299,Benign neoplasm of unspecified site
1639,"Malignant neoplasm of pleura, unspecified"
1640,Malignant neoplasm of thymus
1641,Malignant neoplasm of heart
1642,Malignant neoplasm of anterior mediastinum
1643,Malignant neoplasm of posterior mediastinum
1648,Malignant neoplasm of other parts of mediastinum
1649,"Malignant neoplasm of mediastinum, part unspecified"
1650,"Malignant neoplasm of upper respiratory tract, part unspecified"
1658,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs
1659,Malignant neoplasm of ill-defined sites within the respiratory system
1700,"Malignant neoplasm of bones of skull and face, except mandible"
1701,Malignant neoplasm of mandible
1702,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
1703,"Malignant neoplasm of ribs, sternum, and clavicle"
1704,Malignant neoplasm of scapula and long bones of upper limb
1705,Malignant neoplasm of short bones of upper limb
1706,"Malignant neoplasm of pelvic bones, sacrum, and coccyx"
1707,Malignant neoplasm of long bones of lower limb
1708,Malignant neoplasm of short bones of lower limb
1709,"Malignant neoplasm of bone and articular cartilage, site unspecified"
1710,"Malignant neoplasm of connective and other soft tissue of head, face, and neck"
1712,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
1713,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"
1714,Malignant neoplasm of connective and other soft tissue of thorax
1715,Malignant neoplasm of connective and other soft tissue of abdomen
1716,Malignant neoplasm of connective and other soft tissue of pelvis
1717,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified"
1718,Malignant neoplasm of other specified sites of connective and other soft tissue
1719,"Malignant neoplasm of connective and other soft tissue, site unspecified"
1720,Malignant melanoma of skin of lip
1721,"Malignant melanoma of skin of eyelid, including canthus"
1722,Malignant melanoma of skin of ear and external auditory canal
1723,Malignant melanoma of skin of other and unspecified parts of face
1724,Malignant melanoma of skin of scalp and neck
1725,"Malignant melanoma of skin of trunk, except scrotum"
1726,"Malignant melanoma of skin of upper limb, including shoulder"
1727,"Malignant melanoma of skin of lower limb, including hip"
1728,Malignant melanoma of other specified sites of skin
1729,"Melanoma of skin, site unspecified"
1740,Malignant neoplasm of nipple and areola of female breast
1741,Malignant neoplasm of central portion of female breast
1742,Malignant neoplasm of upper-inner quadrant of female breast
1743,Malignant neoplasm of lower-inner quadrant of female breast
1744,Malignant neoplasm of upper-outer quadrant of female breast
1745,Malignant neoplasm of lower-outer quadrant of female breast
1746,Malignant neoplasm of axillary tail of female breast
1748,Malignant neoplasm of other specified sites of female breast
1749,"Malignant neoplasm of breast (female), unspecified"
1750,Malignant neoplasm of nipple and areola of male breast
1759,Malignant neoplasm of other and unspecified sites of male breast
1760,"Kaposi's sarcoma, skin"
1761,"Kaposi's sarcoma, soft tissue"
1762,"Kaposi's sarcoma, palate"
1763,"Kaposi's sarcoma, gastrointestinal sites"
1764,"Kaposi's sarcoma, lung"
1765,"Kaposi's sarcoma, lymph nodes"
1768,"Kaposi's sarcoma, other specified sites"
1769,"Kaposi's sarcoma, unspecified site"
1800,Malignant neoplasm of endocervix
1801,Malignant neoplasm of exocervix
1808,Malignant neoplasm of other specified sites of cervix
1809,"Malignant neoplasm of cervix uteri, unspecified site"
1820,"Malignant neoplasm of corpus uteri, except isthmus"
1821,Malignant neoplasm of isthmus
1828,Malignant neoplasm of other specified sites of body of uterus
1830,Malignant neoplasm of ovary
1832,Malignant neoplasm of fallopian tube
1833,Malignant neoplasm of broad ligament of uterus
1834,Malignant neoplasm of parametrium
1835,Malignant neoplasm of round ligament of uterus
1838,Malignant neoplasm of other specified sites of uterine adnexa
1839,"Malignant neoplasm of uterine adnexa, unspecified site"
1840,Malignant neoplasm of vagina
1841,Malignant neoplasm of labia majora
1842,Malignant neoplasm of labia minora
1843,Malignant neoplasm of clitoris
1844,"Malignant neoplasm of vulva, unspecified site"
1848,Malignant neoplasm of other specified sites of female genital organs
1849,"Malignant neoplasm of female genital organ, site unspecified"
1860,Malignant neoplasm of undescended testis
1869,Malignant neoplasm of other and unspecified testis
1871,Malignant neoplasm of prepuce
1872,Malignant neoplasm of glans penis
1873,Malignant neoplasm of body of penis
1874,"Malignant neoplasm of penis, part unspecified"
1875,Malignant neoplasm of epididymis
1876,Malignant neoplasm of spermatic cord
1877,Malignant neoplasm of scrotum
1878,Malignant neoplasm of other specified sites of male genital organs
1879,"Malignant neoplasm of male genital organ, site unspecified"
1880,Malignant neoplasm of trigone of urinary bladder
1881,Malignant neoplasm of dome of urinary bladder
1882,Malignant neoplasm of lateral wall of urinary bladder
1883,Malignant neoplasm of anterior wall of urinary bladder
1884,Malignant neoplasm of posterior wall of urinary bladder
1885,Malignant neoplasm of bladder neck
1886,Malignant neoplasm of ureteric orifice
1887,Malignant neoplasm of urachus
1888,Malignant neoplasm of other specified sites of bladder
1889,"Malignant neoplasm of bladder, part unspecified"
1890,"Malignant neoplasm of kidney, except pelvis"
1891,Malignant neoplasm of renal pelvis
1892,Malignant neoplasm of ureter
1893,Malignant neoplasm of urethra
1894,Malignant neoplasm of paraurethral glands
1898,Malignant neoplasm of other specified sites of urinary organs
1899,"Malignant neoplasm of urinary organ, site unspecified"
1900,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
1901,Malignant neoplasm of orbit
1902,Malignant neoplasm of lacrimal gland
1903,Malignant neoplasm of conjunctiva
1904,Malignant neoplasm of cornea
1905,Malignant neoplasm of retina
1906,Malignant neoplasm of choroid
1907,Malignant neoplasm of lacrimal duct
1908,Malignant neoplasm of other specified sites of eye
1909,"Malignant neoplasm of eye, part unspecified"
1910,"Malignant neoplasm of cerebrum, except lobes and ventricles"
1911,Malignant neoplasm of frontal lobe
1912,Malignant neoplasm of temporal lobe
1913,Malignant neoplasm of parietal lobe
1914,Malignant neoplasm of occipital lobe
1915,Malignant neoplasm of ventricles
1916,Malignant neoplasm of cerebellum nos
1917,Malignant neoplasm of brain stem
1918,Malignant neoplasm of other parts of brain
1919,"Malignant neoplasm of brain, unspecified"
1920,Malignant neoplasm of cranial nerves
1921,Malignant neoplasm of cerebral meninges
1922,Malignant neoplasm of spinal cord
1923,Malignant neoplasm of spinal meninges
1928,Malignant neoplasm of other specified sites of nervous system
1929,"Malignant neoplasm of nervous system, part unspecified"
1940,Malignant neoplasm of adrenal gland
1941,Malignant neoplasm of parathyroid gland
1943,Malignant neoplasm of pituitary gland and craniopharyngeal duct
1944,Malignant neoplasm of pineal gland
1945,Malignant neoplasm of carotid body
1946,Malignant neoplasm of aortic body and other paraganglia
1948,Malignant neoplasm of other endocrine glands and related structures
1949,"Malignant neoplasm of endocrine gland, site unspecified"
1950,"Malignant neoplasm of head, face, and neck"
1951,Malignant neoplasm of thorax
1952,Malignant neoplasm of abdomen
1953,Malignant neoplasm of pelvis
1954,Malignant neoplasm of upper limb
1955,Malignant neoplasm of lower limb
1958,Malignant neoplasm of other specified sites
1960,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
1961,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
1962,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1963,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
1965,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
1966,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1968,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
1969,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
1970,Secondary malignant neoplasm of lung
1971,Secondary malignant neoplasm of mediastinum
1972,Secondary malignant neoplasm of pleura
1973,Secondary malignant neoplasm of other respiratory organs
1974,Secondary malignant neoplasm of small intestine including duodenum
1975,Secondary malignant neoplasm of large intestine and rectum
1976,Secondary malignant neoplasm of retroperitoneum and peritoneum
1977,"Malignant neoplasm of liver, secondary"
1978,Secondary malignant neoplasm of other digestive organs and spleen
1980,Secondary malignant neoplasm of kidney
1981,Secondary malignant neoplasm of other urinary organs
1982,Secondary malignant neoplasm of skin
1983,Secondary malignant neoplasm of brain and spinal cord
1984,Secondary malignant neoplasm of other parts of nervous system
1985,Secondary malignant neoplasm of bone and bone marrow
1986,Secondary malignant neoplasm of ovary
1987,Secondary malignant neoplasm of adrenal gland
1990,Disseminated malignant neoplasm without specification of site
1991,Other malignant neoplasm without specification of site
1992,Malignant neoplasm associated with transplant organ
2300,"Carcinoma in situ of lip, oral cavity, and pharynx"
2301,Carcinoma in situ of esophagus
2302,Carcinoma in situ of stomach
2303,Carcinoma in situ of colon
2304,Carcinoma in situ of rectum
2305,Carcinoma in situ of anal canal
2306,"Carcinoma in situ of anus, unspecified"
2307,Carcinoma in situ of other and unspecified parts of intestine
2308,Carcinoma in situ of liver and biliary system
2309,Carcinoma in situ of other and unspecified digestive organs
2310,Carcinoma in situ of larynx
2311,Carcinoma in situ of trachea
2312,Carcinoma in situ of bronchus and lung
2318,Carcinoma in situ of other specified parts of respiratory system
2319,"Carcinoma in situ of respiratory system, part unspecified"
2320,Carcinoma in situ of skin of lip
2321,"Carcinoma in situ of eyelid, including canthus"
2322,Carcinoma in situ of skin of ear and external auditory canal
2323,Carcinoma in situ of skin of other and unspecified parts of face
2324,Carcinoma in situ of scalp and skin of neck
2325,"Carcinoma in situ of skin of trunk, except scrotum"
2326,"Carcinoma in situ of skin of upper limb, including shoulder"
2327,"Carcinoma in situ of skin of lower limb, including hip"
2328,Carcinoma in situ of other specified sites of skin
2329,"Carcinoma in situ of skin, site unspecified"
2330,Carcinoma in situ of breast
2331,Carcinoma in situ of cervix uteri
2332,Carcinoma in situ of other and unspecified parts of uterus
2334,Carcinoma in situ of prostate
2335,Carcinoma in situ of penis
2336,Carcinoma in situ of other and unspecified male genital organs
2337,Carcinoma in situ of bladder
2339,Carcinoma in situ of other and unspecified urinary organs
2340,Carcinoma in situ of eye
2348,Carcinoma in situ of other specified sites
2349,"Carcinoma in situ, site unspecified"
2350,Neoplasm of uncertain behavior of major salivary glands
2351,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx"
2352,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
2353,Neoplasm of uncertain behavior of liver and biliary passages
2354,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
2355,Neoplasm of uncertain behavior of other and unspecified digestive organs
2356,Neoplasm of uncertain behavior of larynx
2357,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
2358,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
2359,Neoplasm of uncertain behavior of other and unspecified respiratory organs
2360,Neoplasm of uncertain behavior of uterus
2361,Neoplasm of uncertain behavior of placenta
2362,Neoplasm of uncertain behavior of ovary
2363,Neoplasm of uncertain behavior of other and unspecified female genital organs
2364,Neoplasm of uncertain behavior of testis
2365,Neoplasm of uncertain behavior of prostate
2366,Neoplasm of uncertain behavior of other and unspecified male genital organs
2367,Neoplasm of uncertain behavior of bladder
2370,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2371,Neoplasm of uncertain behavior of pineal gland
2372,Neoplasm of uncertain behavior of adrenal gland
2373,Neoplasm of uncertain behavior of paraganglia
2374,Neoplasm of uncertain behavior of other and unspecified endocrine glands
2375,Neoplasm of uncertain behavior of brain and spinal cord
2376,Neoplasm of uncertain behavior of meninges
2379,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
2380,Neoplasm of uncertain behavior of bone and articular cartilage
2381,Neoplasm of uncertain behavior of connective and other soft tissue
2382,Neoplasm of uncertain behavior of skin
2383,Neoplasm of uncertain behavior of breast
2384,Polycythemia vera
2385,Neoplasm of uncertain behavior of histiocytic and mast cells
2386,Neoplasm of uncertain behavior of plasma cells
2388,Neoplasm of uncertain behavior of other specified sites
2389,"Neoplasm of uncertain behavior, site unspecified"
2390,Neoplasm of unspecified nature of digestive system
2391,Neoplasm of unspecified nature of respiratory system
2392,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
2393,Neoplasm of unspecified nature of breast
2394,Neoplasm of unspecified nature of bladder
2395,Neoplasm of unspecified nature of other genitourinary organs
2396,Neoplasm of unspecified nature of brain
2397,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
2399,"Neoplasm of unspecified nature, site unspecified"
17300,Unspecified malignant neoplasm of skin of lip
17301,Basal cell carcinoma of skin of lip
17302,Squamous cell carcinoma of skin of lip
17309,Other specified malignant neoplasm of skin of lip
17310,"Unspecified malignant neoplasm of eyelid, including canthus"
17311,"Basal cell carcinoma of eyelid, including canthus"
17312,"Squamous cell carcinoma of eyelid, including canthus"
17319,"Other specified malignant neoplasm of eyelid, including canthus"
17320,Unspecified malignant neoplasm of skin of ear and external auditory canal
17321,Basal cell carcinoma of skin of ear and external auditory canal
17322,Squamous cell carcinoma of skin of ear and external auditory canal
17329,Other specified malignant neoplasm of skin of ear and external auditory canal
17330,Unspecified malignant neoplasm of skin of other and unspecified parts of face
17331,Basal cell carcinoma of skin of other and unspecified parts of face
17332,Squamous cell carcinoma of skin of other and unspecified parts of face
17339,Other specified malignant neoplasm of skin of other and unspecified parts of face
17340,Unspecified malignant neoplasm of scalp and skin of neck
17341,Basal cell carcinoma of scalp and skin of neck
17342,Squamous cell carcinoma of scalp and skin of neck
17349,Other specified malignant neoplasm of scalp and skin of neck
17350,"Unspecified malignant neoplasm of skin of trunk, except scrotum"
17351,"Basal cell carcinoma of skin of trunk, except scrotum"
17352,"Squamous cell carcinoma of skin of trunk, except scrotum"
17359,"Other specified malignant neoplasm of skin of trunk, except scrotum"
17360,"Unspecified malignant neoplasm of skin of upper limb, including shoulder"
17361,"Basal cell carcinoma of skin of upper limb, including shoulder"
17362,"Squamous cell carcinoma of skin of upper limb, including shoulder"
17369,"Other specified malignant neoplasm of skin of upper limb, including shoulder"
17370,"Unspecified malignant neoplasm of skin of lower limb, including hip"
17371,"Basal cell carcinoma of skin of lower limb, including hip"
17372,"Squamous cell carcinoma of skin of lower limb, including hip"
17379,"Other specified malignant neoplasm of skin of lower limb, including hip"
17380,Unspecified malignant neoplasm of other specified sites of skin
17381,Basal cell carcinoma of other specified sites of skin
17382,Squamous cell carcinoma of other specified sites of skin
17389,Other specified malignant neoplasm of other specified sites of skin
17390,"Unspecified malignant neoplasm of skin, site unspecified"
17391,"Basal cell carcinoma of skin, site unspecified"
17392,"Squamous cell carcinoma of skin, site unspecified"
17399,"Other specified malignant neoplasm of skin, site unspecified"
19881,Secondary malignant neoplasm of breast
19882,Secondary malignant neoplasm of genital organs
19889,Secondary malignant neoplasm of other specified sites
20000,"Reticulosarcoma, unspecified site, extranodal and solid organ sites"
20001,"Reticulosarcoma, lymph nodes of head, face, and neck"
20002,"Reticulosarcoma, intrathoracic lymph nodes"
20003,"Reticulosarcoma, intra-abdominal lymph nodes"
20004,"Reticulosarcoma, lymph nodes of axilla and upper limb"
20005,"Reticulosarcoma, lymph nodes of inguinal region and lower limb"
20006,"Reticulosarcoma, intrapelvic lymph nodes"
20007,"Reticulosarcoma, spleen"
20008,"Reticulosarcoma, lymph nodes of multiple sites"
20010,"Lymphosarcoma, unspecified site, extranodal and solid organ sites"
20011,"Lymphosarcoma, lymph nodes of head, face, and neck"
20012,"Lymphosarcoma, intrathoracic lymph nodes"
20013,"Lymphosarcoma, intra-abdominal lymph nodes"
20014,"Lymphosarcoma, lymph nodes of axilla and upper limb"
20015,"Lymphosarcoma, lymph nodes of inguinal region and lower limb"
20016,"Lymphosarcoma, intrapelvic lymph nodes"
20017,"Lymphosarcoma, spleen"
20018,"Lymphosarcoma, lymph nodes of multiple sites"
20020,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
20021,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
20022,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
20023,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes"
20024,"Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb"
20025,"Burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb"
20026,"Burkitt's tumor or lymphoma, intrapelvic lymph nodes"
20027,"Burkitt's tumor or lymphoma, spleen"
20028,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites"
20030,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
20031,"Marginal zone lymphoma, lymph nodes of head, face, and neck"
20032,"Marginal zone lymphoma, intrathoracic lymph nodes"
20033,"Marginal zone lymphoma, intraabdominal lymph nodes"
20034,"Marginal zone lymphoma, lymph nodes of axilla and upper limb"
20035,"Marginal zone lymphoma, lymph nodes of inguinal region and lower limb"
20036,"Marginal zone lymphoma, intrapelvic lymph nodes"
20037,"Marginal zone lymphoma, spleen"
20038,"Marginal zone lymphoma, lymph nodes of multiple sites"
20040,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites"
20041,"Mantle cell lymphoma, lymph nodes of head, face, and neck"
20042,"Mantle cell lymphoma, intrathoracic lymph nodes"
20043,"Mantle cell lymphoma, intra-abdominal lymph nodes"
20044,"Mantle cell lymphoma, lymph nodes of axilla and upper limb"
20045,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
20046,"Mantle cell lymphoma, intrapelvic lymph nodes"
20047,"Mantle cell lymphoma, spleen"
20048,"Mantle cell lymphoma, lymph nodes of multiple sites"
20050,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
20051,"Primary central nervous system lymphoma, lymph nodes of head, face, and neck"
20052,"Primary central nervous system lymphoma, intrathoracic lymph nodes"
20053,"Primary central nervous system lymphoma, intra-abdominal lymph nodes"
20054,"Primary central nervous system lymphoma, lymph nodes of axilla and upper limb"
20055,"Primary central nervous system lymphoma, lymph nodes of inguinal region and lower limb"
20056,"Primary central nervous system lymphoma, intrapelvic lymph nodes"
20057,"Primary central nervous system lymphoma, spleen"
20058,"Primary central nervous system lymphoma, lymph nodes of multiple sites"
20060,"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites"
20061,"Anaplastic large cell lymphoma, lymph nodes of head, face, and neck"
20062,"Anaplastic large cell lymphoma, intrathoracic lymph nodes"
20063,"Anaplastic large cell lymphoma, intra-abdominal lymph nodes"
20064,"Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb"
20065,"Anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb"
20066,"Anaplastic large cell lymphoma, intrapelvic lymph nodes"
20067,"Anaplastic large cell lymphoma, spleen"
20068,"Anaplastic large cell lymphoma, lymph nodes of multiple sites"
20070,"Large cell lymphoma, unspecified site, extranodal and solid organ sites"
20071,"Large cell lymphoma, lymph nodes of head, face, and neck"
20072,"Large cell lymphoma, intrathoracic lymph nodes"
20073,"Large cell lymphoma, intra-abdominal lymph nodes"
20074,"Large cell lymphoma, lymph nodes of axilla and upper limb"
20075,"Large cell lymphoma, lymph nodes of inguinal region and lower limb"
20076,"Large cell lymphoma, intrapelvic lymph nodes"
20077,"Large cell lymphoma, spleen"
20078,"Large cell lymphoma, lymph nodes of multiple sites"
20080,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites"
20081,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck"
20082,"Other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes"
20083,"Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes"
20084,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of axilla and upper limb"
20085,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb"
20086,"Other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes"
20087,"Other named variants of lymphosarcoma and reticulosarcoma, spleen"
20088,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites"
20100,"Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites"
20101,"Hodgkin's paragranuloma, lymph nodes of head, face, and neck"
20102,"Hodgkin's paragranuloma, intrathoracic lymph nodes"
20103,"Hodgkin's paragranuloma, intra-abdominal lymph nodes"
20104,"Hodgkin's paragranuloma, lymph nodes of axilla and upper limb"
20105,"Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb"
20106,"Hodgkin's paragranuloma, intrapelvic lymph nodes"
20107,"Hodgkin's paragranuloma, spleen"
20108,"Hodgkin's paragranuloma, lymph nodes of multiple sites"
20110,"Hodgkin's granuloma, unspecified site, extranodal and solid organ sites"
20111,"Hodgkin's granuloma, lymph nodes of head, face, and neck"
20112,"Hodgkin's granuloma, intrathoracic lymph nodes"
20113,"Hodgkin's granuloma, intra-abdominal lymph nodes"
20114,"Hodgkin's granuloma, lymph nodes of axilla and upper limb"
20115,"Hodgkin's granuloma, lymph nodes of inguinal region and lower limb"
20116,"Hodgkin's granuloma, intrapelvic lymph nodes"
20117,"Hodgkin's granuloma, spleen"
20118,"Hodgkin's granuloma, lymph nodes of multiple sites"
20120,"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites"
20121,"Hodgkin's sarcoma, lymph nodes of head, face, and neck"
20122,"Hodgkin's sarcoma, intrathoracic lymph nodes"
20123,"Hodgkin's sarcoma, intra-abdominal lymph nodes"
20124,"Hodgkin's sarcoma, lymph nodes of axilla and upper limb"
20125,"Hodgkin's sarcoma, lymph nodes of inguinal region and lower limb"
